Order_ID;Branch_Start;Branch_Drop;Pengirim;Penerima;Alamat Penerima;Weather_Condition;Vehicle_Type;Category;arrival_status;Start_Latitude;Start_Longitude;Quantity;Weight;Vehicle_Type_Assigned;picked;Batch_Number;Vehicle_Assigned
zien678456646;Dago;Tanjung Pinang;Andrew White;Breanna Macias;Pasir Kaliki No.864, RT 4/RW 4;Sunny;pick up truck;Home;Lebih Cepat Sampai;-6.8750079;107.6159521;1.0;9.7;van;True;96;van
smga687942860;Dago;Ternate;Beth Dominguez;Travis Parker MD;Lembong No.240, RT 7/RW 6;Sunny;cargo truck;Electronics;Lebih Cepat Sampai;-6.8750079;107.6159521;1.0;9.7;van;True;96;van
ompd077558272;Dago;Bekasi;Monica Long;Johnny Williams;Lembong No.917, RT 10/RW 1;Sunny;van;Home;Tepat Waktu;-6.8750079;107.6159521;1.0;9.7;van;True;96;van
rngs834632247;Dago;Malang;Andrea Hall;Dillon Hunt;Cihampelas No.336, RT 7/RW 5;Sunny;pick up truck;Home;Lebih Cepat Sampai;-6.8750079;107.6159521;1.0;9.7;van;True;97;van
jqet526580160;Dago;Surabaya;Randall Soto;Christopher Massey;Cihampelas No.92, RT 8/RW 6;Sunny;cargo truck;Home;Terlambat;-6.8750079;107.6159521;1.0;9.7;van;True;97;van
ytxw539181827;Dago;Payakumbuh;Sheila Nichols;Kelly Scott;Pasir Kaliki No.758, RT 7/RW 4;Sunny;cargo truck;Electronics;Terlambat;-6.8750079;107.6159521;1.0;9.8;van;True;97;van
jwst680136085;Dago;Bekasi;Nathan Sullivan;Samuel Martin;Setiabudi No.523, RT 6/RW 5;Sunny;cargo truck;Sports;Terlambat;-6.8750079;107.6159521;7.0;9.8;van;True;97;van
sjek671102435;Dago;Metro;Dana Barton;Adam Davidson;Ciwidey No.454, RT 10/RW 2;Sunny;pick up truck;Shoes;Lebih Cepat Sampai;-6.8750079;107.6159521;7.0;9.8;van;True;98;cargo truck
dnbl632958730;Dago;Kupang;Stanley Fuller;Victoria Ross;Riau No.541, RT 7/RW 1;Sunny;cargo truck;Electronics;Lebih Cepat Sampai;-6.8750079;107.6159521;1.0;9.8;van;True;98;cargo truck
mfpm732683067;Dago;Pekanbaru;Mr. Carlos Mejia;Renee Reed;Setiabudi No.92, RT 9/RW 9;Sunny;cargo truck;Electronics;Tepat Waktu;-6.8750079;107.6159521;1.0;9.9;van;True;98;cargo truck
deiz748348812;Dago;Jambi;Mrs. Alyssa Johnson DDS;Benjamin Phillips;Riau No.172, RT 5/RW 5;Sunny;pick up truck;Shoes;Lebih Cepat Sampai;-6.8750079;107.6159521;4.0;10.0;van;True;98;cargo truck
ittq171434076;Dago;Bukittinggi;Destiny Adams;Jamie Mitchell;Kebon Kawung No.426, RT 4/RW 7;Sunny;pick up truck;Shoes;Lebih Cepat Sampai;-6.8750079;107.6159521;10.0;10.0;van;True;98;cargo truck
tmsr460633751;Dago;Jakarta;William Olson;Melissa Thomas;Kebon Kawung No.59, RT 4/RW 2;Sunny;cargo truck;Books;Lebih Cepat Sampai;-6.8750079;107.6159521;10.0;10.0;van;True;98;cargo truck
wtmu417113003;Dago;Mataram;Angelica Hernandez;Kimberly Decker;Ciwidey No.83, RT 10/RW 7;Sunny;cargo truck;Shoes;Terlambat;-6.8750079;107.6159521;5.0;10.0;van;True;99;pick up truck
mvig464211598;Dago;Mojokerto;Mason Nelson III;Kaitlin Rivera;Jalan Braga No.949, RT 8/RW 6;Sunny;van;Electronics;Tepat Waktu;-6.8750079;107.6159521;1.0;10.0;van;True;99;pick up truck
axas254871868;Dago;Tebing Tinggi;Melissa Kramer;Nicole Romero;Dago No.680, RT 7/RW 2;Sunny;pick up truck;Shoes;Lebih Cepat Sampai;-6.8750079;107.6159521;4.0;10.0;van;True;100;van
lqsw315492166;Dago;Medan;John Torres;Mrs. Ashley Snyder;Kebon Kawung No.738, RT 4/RW 5;Sunny;pick up truck;Toys;Lebih Cepat Sampai;-6.8750079;107.6159521;10.0;10.0;van;True;100;van
rcav433100670;Dago;Surabaya;Amanda Mcdonald;Craig Mason;Setiabudi No.929, RT 5/RW 8;Sunny;cargo truck;Electronics;Tepat Waktu;-6.8750079;107.6159521;1.0;10.0;van;True;100;van
pjvp974027461;Dago;Tebing Tinggi;Willie Berry;Leslie Hendricks;Kebon Kawung No.494, RT 10/RW 9;Sunny;pick up truck;Grocery;Lebih Cepat Sampai;-6.8750079;107.6159521;10.0;10.0;van;True;100;van
shtb791725946;Dago;Sorong;Billy Ramirez;Lee Newton;Setiabudi No.456, RT 7/RW 9;Sunny;cargo truck;Clothing;Terlambat;-6.8750079;107.6159521;4.0;10.0;van;True;101;cargo truck
lzvv881711198;Dago;Solo;Joshua Brown;Linda Whitaker;Dago No.475, RT 7/RW 1;Sunny;pick up truck;Toys;Terlambat;-6.8750079;107.6159521;4.0;10.0;van;True;101;cargo truck
seiz595436307;Dago;Bali (Denpasar);Christopher Smith DVM;Ashley Deleon;Jalan Braga No.280, RT 3/RW 6;Sunny;cargo truck;Toys;Tepat Waktu;-6.8750079;107.6159521;5.0;10.0;van;True;101;cargo truck
spri944583142;Dago;Yogyakarta;Kaylee Hoover;Justin Mitchell;Setiabudi No.402, RT 6/RW 2;Sunny;pick up truck;Electronics;Terlambat;-6.8750079;107.6159521;2.0;10.2;cargo truck;True;101;cargo truck
pruv164673817;Dago;Payakumbuh;Steven Vazquez;Steven Soto;Ciwidey No.586, RT 10/RW 6;Sunny;cargo truck;Home;Tepat Waktu;-6.8750079;107.6159521;2.0;10.2;cargo truck;True;101;cargo truck
xeyk777127837;Dago;Solo;Mr. James Vaughn;Vincent Rosario;Buah Batu No.167, RT 2/RW 3;Sunny;pick up truck;Toys;Lebih Cepat Sampai;-6.8750079;107.6159521;6.0;10.2;cargo truck;True;102;pick up truck
mqea234452951;Dago;Prabumulih;David Hoffman;Gary Walker;Kebon Kawung No.130, RT 2/RW 8;Sunny;cargo truck;Clothing;Lebih Cepat Sampai;-6.8750079;107.6159521;4.0;10.4;cargo truck;True;103;cargo truck
bigy846968267;Dago;Balikpapan;Jessica Simmons;Wanda Bennett;Dago No.608, RT 8/RW 3;Sunny;cargo truck;Home;Lebih Cepat Sampai;-6.8750079;107.6159521;2.0;10.4;cargo truck;True;103;cargo truck
pdsw969640869;Dago;Manado;Laura Wilkerson;Maria Mercado;Pasir Kaliki No.417, RT 7/RW 4;Sunny;pick up truck;Sports;Terlambat;-6.8750079;107.6159521;4.0;10.4;cargo truck;True;103;cargo truck
wiev019564589;Dago;Bekasi;Michael Smith;Stephen Fowler;Setiabudi No.237, RT 3/RW 5;Sunny;pick up truck;Shoes;Terlambat;-6.8750079;107.6159521;4.0;10.4;cargo truck;True;103;cargo truck
whco833269871;Dago;Pontianak;Jason Solomon;Stacey Richards;Kebon Kawung No.601, RT 3/RW 9;Sunny;cargo truck;Toys;Terlambat;-6.8750079;107.6159521;5.0;10.5;cargo truck;True;103;cargo truck
wwhc270439785;Dago;Depok;Michael Horn;Hannah Henderson;Lembong No.657, RT 5/RW 1;Sunny;van;Shoes;Tepat Waktu;-6.8750079;107.6159521;7.0;10.5;cargo truck;True;104;pick up truck
opiq451042596;Dago;Dumai;Alexandra Mcbride;Lisa Robinson;Cihampelas No.194, RT 2/RW 4;Sunny;cargo truck;Shoes;Terlambat;-6.8750079;107.6159521;5.0;10.5;cargo truck;True;105;cargo truck
mrtn250876684;Dago;Tangerang;Tonya Turner;Shannon Sanchez;Cihampelas No.848, RT 4/RW 6;Sunny;pick up truck;Clothing;Terlambat;-6.8750079;107.6159521;7.0;10.5;cargo truck;True;105;cargo truck
mzlg772954806;Dago;Bukittinggi;Mark Wang III;Gregory Hickman;Riau No.178, RT 6/RW 10;Sunny;cargo truck;Electronics;Tepat Waktu;-6.8750079;107.6159521;2.0;10.6;cargo truck;True;105;cargo truck
ehcd753939174;Dago;Makassar;Joshua Alexander;Victor Melendez;Riau No.46, RT 6/RW 5;Sunny;pick up truck;Home;Tepat Waktu;-6.8750079;107.6159521;2.0;10.6;cargo truck;True;105;cargo truck
dzlq830319347;Dago;Banda Aceh;Carl Smith;Eric Davis;Ciwidey No.133, RT 5/RW 6;Sunny;pick up truck;Home;Terlambat;-6.8750079;107.6159521;2.0;10.6;cargo truck;True;105;cargo truck
qhgn582305992;Dago;Semarang;Richard Jones;Amanda Contreras;Buah Batu No.849, RT 1/RW 10;Sunny;pick up truck;Electronics;Tepat Waktu;-6.8750079;107.6159521;2.0;10.6;cargo truck;True;106;pick up truck
aunu240504514;Dago;Depok;Brittany Brown;Makayla Sanchez;Pasir Kaliki No.998, RT 5/RW 7;Sunny;pick up truck;Toys;Terlambat;-6.8750079;107.6159521;6.0;10.8;cargo truck;True;107;van
vpun175942482;Dago;Padang;Robert Harvey;Rebecca Benson;Riau No.453, RT 8/RW 7;Sunny;pick up truck;Sports;Terlambat;-6.8750079;107.6159521;9.0;10.8;cargo truck;True;107;van
afei977775767;Dago;Sawahlunto;Jennifer Thompson;Diane Johnson;Buah Batu No.737, RT 6/RW 9;Sunny;cargo truck;Electronics;Terlambat;-6.8750079;107.6159521;2.0;10.8;cargo truck;True;107;van
apye433227138;Dago;Semarang;Gordon Phillips;Isaac Stevenson;Ciwidey No.425, RT 6/RW 4;Sunny;pick up truck;Clothing;Terlambat;-6.8750079;107.6159521;9.0;10.8;cargo truck;True;108;pick up truck
oxti198418302;Dago;Depok;Ronald Hamilton;Jose Cook;Ciwidey No.349, RT 7/RW 2;Sunny;pick up truck;Electronics;Lebih Cepat Sampai;-6.8750079;107.6159521;2.0;10.8;cargo truck;True;109;cargo truck
nhid225589624;Dago;Sawahlunto;Justin Schneider;Jordan Mccoy;Setiabudi No.158, RT 9/RW 7;Sunny;cargo truck;Electronics;Tepat Waktu;-6.8750079;107.6159521;2.0;10.8;cargo truck;True;109;cargo truck
uguh919873739;Dago;Cimahi;Erin Gay;Jessica Torres;Ciwidey No.519, RT 3/RW 6;Sunny;cargo truck;Clothing;Tepat Waktu;-6.8750079;107.6159521;9.0;10.8;cargo truck;True;109;cargo truck
bsak686423225;Dago;Semarang;Kenneth Keller;Denise Jones;Jalan Braga No.401, RT 10/RW 4;Sunny;pick up truck;Home;Lebih Cepat Sampai;-6.8750079;107.6159521;2.0;10.8;cargo truck;True;109;cargo truck
gioy679462814;Dago;Kupang;Allison Medina;Richard Sanchez;Dago No.73, RT 8/RW 2;Sunny;cargo truck;Home;Terlambat;-6.8750079;107.6159521;2.0;10.8;cargo truck;True;109;cargo truck
ptns336615456;Dago;Makassar;Ashlee Compton;Andrew Black;Jalan Braga No.248, RT 3/RW 9;Sunny;pick up truck;Sports;Tepat Waktu;-6.8750079;107.6159521;9.0;10.8;cargo truck;True;110;pick up truck
rqvn700893871;Dago;Ternate;Adriana Vang;Nicole Clark;Jalan Braga No.803, RT 8/RW 10;Sunny;cargo truck;Sports;Terlambat;-6.8750079;107.6159521;6.0;10.8;cargo truck;True;111;cargo truck
hkba780132159;Dago;Palu;Stephanie Dunlap;Aaron Jimenez;Jalan Braga No.919, RT 1/RW 9;Sunny;pick up truck;Sports;Terlambat;-6.8750079;107.6159521;4.0;10.8;cargo truck;True;111;cargo truck
ztpo366691249;Dago;Prabumulih;Samantha Hughes;Bryan Garza;Setiabudi No.461, RT 7/RW 7;Sunny;cargo truck;Toys;Terlambat;-6.8750079;107.6159521;4.0;10.8;cargo truck;True;111;cargo truck
oqko217607936;Dago;Pekanbaru;Nathaniel Mitchell;Zachary Carter;Riau No.677, RT 9/RW 2;Sunny;pick up truck;Sports;Terlambat;-6.8750079;107.6159521;4.0;10.8;cargo truck;True;111;cargo truck
iczk725016611;Dago;Bukittinggi;Patrick Brennan;Steven Ibarra;Dago No.404, RT 4/RW 1;Sunny;pick up truck;Toys;Lebih Cepat Sampai;-6.8750079;107.6159521;9.0;10.8;cargo truck;True;111;cargo truck
daqz149437319;Dago;Padang;Anthony Dillon;Yvonne Garrett;Jalan Braga No.431, RT 10/RW 6;Sunny;pick up truck;Electronics;Lebih Cepat Sampai;-6.8750079;107.6159521;2.0;10.8;cargo truck;True;112;pick up truck
knpg118853710;Dago;Bekasi;Erin Elliott;Eric Walker;Pasir Kaliki No.979, RT 7/RW 8;Sunny;pick up truck;Electronics;Lebih Cepat Sampai;-6.8750079;107.6159521;2.0;11.0;cargo truck;True;113;pick up truck
igwx807722038;Dago;Bekasi;Jeffrey George;Lori Morales;Cihampelas No.68, RT 6/RW 3;Sunny;cargo truck;Shoes;Terlambat;-6.8750079;107.6159521;5.0;11.0;cargo truck;True;114;cargo truck
keud494395490;Dago;Makassar;Kimberly Ortega;Ashley Robinson;Ciwidey No.536, RT 6/RW 7;Sunny;cargo truck;Toys;Lebih Cepat Sampai;-6.8750079;107.6159521;5.0;11.0;cargo truck;True;114;cargo truck
ijae609644223;Dago;South Tangerang;Elizabeth Carroll;Colleen Watson PhD;Lembong No.619, RT 2/RW 6;Sunny;pick up truck;Electronics;Lebih Cepat Sampai;-6.8750079;107.6159521;2.0;11.2;cargo truck;True;114;cargo truck
otls162435105;Dago;Pagar Alam;Darlene Clark;Jennifer Kelly;Ciwidey No.15, RT 6/RW 6;Sunny;cargo truck;Electronics;Lebih Cepat Sampai;-6.8750079;107.6159521;2.0;11.2;cargo truck;True;114;cargo truck
ylhm502023266;Dago;Pontianak;Kayla Johnson;Stacey Vasquez;Ciwidey No.986, RT 8/RW 5;Sunny;cargo truck;Electronics;Lebih Cepat Sampai;-6.8750079;107.6159521;2.0;11.2;cargo truck;True;114;cargo truck
sdji385045175;Dago;Medan;Dawn Le;Robert Wallace;Lembong No.349, RT 5/RW 6;Sunny;cargo truck;Toys;Tepat Waktu;-6.8750079;107.6159521;4.0;11.2;cargo truck;True;115;cargo truck
dqrt478632415;Dago;Makassar;Christine Cardenas;Andre Rojas;Setiabudi No.301, RT 5/RW 10;Sunny;cargo truck;Shoes;Terlambat;-6.8750079;107.6159521;8.0;11.2;cargo truck;True;115;cargo truck
zfcr543658804;Dago;Tanjung Pinang;Kathy Mcgrath;Scott Wagner;Setiabudi No.683, RT 2/RW 6;Sunny;pick up truck;Clothing;Lebih Cepat Sampai;-6.8750079;107.6159521;4.0;11.2;cargo truck;True;115;cargo truck
awfa854473672;Dago;Bogor;Renee Harvey;Ronald Allen;Dago No.114, RT 5/RW 10;Sunny;pick up truck;Electronics;Lebih Cepat Sampai;-6.8750079;107.6159521;2.0;11.2;cargo truck;True;115;cargo truck
pxno810183672;Dago;Tangerang Selatan;Sherry Johnson;Jared Golden III;Pasir Kaliki No.569, RT 1/RW 5;Sunny;pick up truck;Toys;Terlambat;-6.8750079;107.6159521;8.0;11.2;cargo truck;True;115;cargo truck
ytow378249438;Dago;Pagar Alam;Colleen Clark;Justin Sanders;Pasir Kaliki No.701, RT 8/RW 10;Sunny;cargo truck;Sports;Terlambat;-6.8750079;107.6159521;8.0;11.2;cargo truck;True;116;van
ztjz314660086;Dago;Malang;Jessica Santiago;Larry Baird;Riau No.463, RT 7/RW 8;Sunny;cargo truck;Electronics;Lebih Cepat Sampai;-6.8750079;107.6159521;2.0;11.2;cargo truck;True;116;van
vppu454529572;Dago;Tebing Tinggi;Teresa Newton;Brian Jones;Setiabudi No.266, RT 8/RW 2;Sunny;pick up truck;Electronics;Terlambat;-6.8750079;107.6159521;2.0;11.4;cargo truck;True;116;van
bred129454912;Dago;Yogyakarta;Maria Potter;Adam Cummings;Buah Batu No.464, RT 10/RW 6;Sunny;cargo truck;Shoes;Terlambat;-6.8750079;107.6159521;6.0;11.4;cargo truck;True;117;pick up truck
ihaj006074445;Dago;Bogor;Lisa Williams;Kristy Arellano;Buah Batu No.775, RT 4/RW 10;Sunny;pick up truck;Clothing;Terlambat;-6.8750079;107.6159521;6.0;11.4;cargo truck;True;118;van
rsju546646815;Dago;Bengkulu;Terry Guerrero;William Gonzalez;Riau No.393, RT 2/RW 5;Sunny;cargo truck;Clothing;Lebih Cepat Sampai;-6.8750079;107.6159521;6.0;11.4;cargo truck;True;118;van
ltft063025944;Dago;Ternate;Karen Hull;Ryan Walton;Dago No.107, RT 8/RW 1;Sunny;cargo truck;Electronics;Tepat Waktu;-6.8750079;107.6159521;2.0;11.4;cargo truck;True;118;van
nzys678033734;Dago;Bukittinggi;Lisa Good;Deborah Meyer;Ciwidey No.798, RT 4/RW 5;Sunny;pick up truck;Electronics;Tepat Waktu;-6.8750079;107.6159521;2.0;11.4;cargo truck;True;119;pick up truck
gcao672447037;Dago;Sawahlunto;Barbara Shaffer;Kenneth Johnson;Pasir Kaliki No.67, RT 8/RW 10;Sunny;pick up truck;Clothing;Terlambat;-6.8750079;107.6159521;6.0;11.4;cargo truck;True;120;pick up truck
lgjc868794823;Dago;Tanjung Pinang;Timothy Medina;Anita Brown;Riau No.946, RT 9/RW 2;Sunny;cargo truck;Clothing;Lebih Cepat Sampai;-6.8750079;107.6159521;5.0;11.5;cargo truck;True;121;van
xdao434795901;Dago;Medan;Erica Graves;Erin Blair;Buah Batu No.342, RT 6/RW 2;Sunny;pick up truck;Toys;Terlambat;-6.8750079;107.6159521;5.0;11.5;cargo truck;True;121;van
jrqb133653335;Dago;Cimahi;Aaron Richards;Victoria Hunt;Jalan Braga No.85, RT 3/RW 9;Sunny;van;Shoes;Terlambat;-6.8750079;107.6159521;5.0;11.5;cargo truck;True;121;van
dhcj032141629;Dago;Cilegon;Robert Hudson;Roger Perez;Pasir Kaliki No.235, RT 1/RW 1;Sunny;pick up truck;Sports;Terlambat;-6.8750079;107.6159521;5.0;11.5;cargo truck;True;122;van
lpmh465490489;Dago;Dumai;Diana Hamilton;Carlos Bowman;Cihampelas No.81, RT 9/RW 1;Sunny;cargo truck;Shoes;Terlambat;-6.8750079;107.6159521;5.0;11.5;cargo truck;True;122;van
ojpn128862762;Dago;Ternate;Cheryl Lloyd;Alex Vasquez;Cihampelas No.430, RT 9/RW 1;Sunny;van;Clothing;Lebih Cepat Sampai;-6.8750079;107.6159521;5.0;11.5;cargo truck;True;122;van
gypv306626996;Dago;Sumedang;Robert Roberts;Chelsea Huang;Riau No.366, RT 3/RW 8;Sunny;cargo truck;Toys;Lebih Cepat Sampai;-6.8750079;107.6159521;4.0;11.6;cargo truck;True;123;pick up truck
hptj156439251;Dago;Sorong;Cassandra Brown;Rachael Martinez;Dago No.988, RT 8/RW 10;Sunny;pick up truck;Clothing;Terlambat;-6.8750079;107.6159521;4.0;11.6;cargo truck;True;124;pick up truck
kaov083972582;Dago;Mojokerto;Danielle Gamble;Joshua Cohen;Riau No.557, RT 1/RW 5;Sunny;cargo truck;Sports;Terlambat;-6.8750079;107.6159521;4.0;11.6;cargo truck;True;125;pick up truck
yvfp858891369;Dago;Pematang Siantar;Gerald Buchanan;Linda Parker;Dago No.175, RT 7/RW 5;Sunny;pick up truck;Home;Lebih Cepat Sampai;-6.8750079;107.6159521;2.0;11.6;cargo truck;True;126;pick up truck
ppxm464326154;Dago;Banda Aceh;Jeremy Peterson;Paul Crawford;Ciwidey No.301, RT 6/RW 2;Sunny;cargo truck;Sports;Lebih Cepat Sampai;-6.8750079;107.6159521;4.0;11.6;cargo truck;True;127;van
sjtr948163188;Dago;Payakumbuh;Deanna Peterson;Tiffany Cunningham;Buah Batu No.523, RT 7/RW 7;Sunny;pick up truck;Home;Lebih Cepat Sampai;-6.8750079;107.6159521;2.0;11.6;cargo truck;True;127;van
toxi176379265;Dago;Ternate;Stacy Alvarez;Dale Robinson;Buah Batu No.322, RT 3/RW 3;Sunny;cargo truck;Clothing;Tepat Waktu;-6.8750079;107.6159521;9.0;11.7;cargo truck;True;127;van
oxrx796407249;Dago;Makassar;Danny Jackson;Stephanie Robinson;Ciwidey No.297, RT 4/RW 6;Sunny;van;Home;Tepat Waktu;-6.8750079;107.6159521;2.0;11.8;cargo truck;True;128;cargo truck
srbv114773344;Dago;Mojokerto;Gregory Garcia;Christopher Diaz;Setiabudi No.425, RT 5/RW 10;Sunny;cargo truck;Electronics;Tepat Waktu;-6.8750079;107.6159521;2.0;11.8;cargo truck;True;128;cargo truck
muqr501261939;Dago;Malang;Rachael Davis;Andrew Smith;Lembong No.464, RT 5/RW 2;Sunny;pick up truck;Electronics;Lebih Cepat Sampai;-6.8750079;107.6159521;2.0;11.8;cargo truck;True;128;cargo truck
jfjd973292964;Dago;Bukittinggi;Mary Simpson;Faith Hayes;Buah Batu No.732, RT 3/RW 7;Sunny;pick up truck;Clothing;Lebih Cepat Sampai;-6.8750079;107.6159521;7.0;11.9;cargo truck;True;128;cargo truck
tzyb780636435;Dago;Mataram;Jennifer Padilla;Benjamin Edwards;Buah Batu No.410, RT 8/RW 5;Sunny;pick up truck;Sports;Tepat Waktu;-6.8750079;107.6159521;7.0;11.9;cargo truck;True;128;cargo truck
ghlj828729785;Dago;Sawahlunto;Keith Larson;Ryan West;Riau No.325, RT 6/RW 9;Sunny;pick up truck;Sports;Terlambat;-6.8750079;107.6159521;7.0;11.9;cargo truck;True;129;cargo truck
zjqf847771333;Dago;Ternate;Michael Landry;Keith Lyons;Cihampelas No.179, RT 9/RW 10;Sunny;pick up truck;Clothing;Terlambat;-6.8750079;107.6159521;7.0;11.9;cargo truck;True;129;cargo truck
iabv609613798;Dago;Jambi;Nicholas Wright;Lisa White;Ciwidey No.569, RT 3/RW 4;Sunny;pick up truck;Toys;Lebih Cepat Sampai;-6.8750079;107.6159521;7.0;11.9;cargo truck;True;129;cargo truck
jjyr200876491;Dago;Ambon;Ricky Lopez;Amanda Harper;Kebon Kawung No.558, RT 4/RW 4;Sunny;pick up truck;Toys;Terlambat;-6.8750079;107.6159521;6.0;12.0;cargo truck;True;129;cargo truck
mvxu253699133;Dago;Sungaipenuh;Brian Barrera;Mark Hicks;Ciwidey No.551, RT 3/RW 7;Sunny;pick up truck;Electronics;Terlambat;-6.8750079;107.6159521;2.0;12.0;cargo truck;True;129;cargo truck
nlzp434293077;Dago;Metro;Jade Russo;Vanessa Smith;Setiabudi No.476, RT 5/RW 2;Sunny;pick up truck;Sports;Lebih Cepat Sampai;-6.8750079;107.6159521;10.0;12.0;cargo truck;True;130;pick up truck
zsvt920039326;Dago;Padang;Joseph Schmidt;Mark Garcia;Buah Batu No.767, RT 9/RW 2;Sunny;cargo truck;Sports;Terlambat;-6.8750079;107.6159521;6.0;12.0;cargo truck;True;131;van
wdjp643190214;Dago;Jakarta;Lisa Joyce;Charlotte Mcintosh;Lembong No.8, RT 5/RW 10;Sunny;pick up truck;Toys;Tepat Waktu;-6.8750079;107.6159521;8.0;12.0;cargo truck;True;131;van
ewht988668523;Dago;Cimahi;Ryan Jackson;Mr. Christopher Sweeney DDS;Ciwidey No.883, RT 1/RW 2;Sunny;pick up truck;Electronics;Tepat Waktu;-6.8750079;107.6159521;2.0;12.0;cargo truck;True;131;van
zydl132971734;Dago;Tebing Tinggi;Justin Guerra;Julie Shelton;Kebon Kawung No.474, RT 5/RW 2;Sunny;cargo truck;Toys;Tepat Waktu;-6.8750079;107.6159521;4.0;12.0;cargo truck;True;132;pick up truck
ftor244804946;Dago;Solok;Gail Greene;Christopher Powell;Cihampelas No.509, RT 4/RW 6;Sunny;pick up truck;Shoes;Tepat Waktu;-6.8750079;107.6159521;8.0;12.0;cargo truck;True;133;van
szoe224413685;Dago;Ambon;Gina Guzman;Christopher Lindsey;Lembong No.188, RT 7/RW 6;Sunny;pick up truck;Shoes;Tepat Waktu;-6.8750079;107.6159521;4.0;12.0;cargo truck;True;133;van
ckoz514175734;Dago;Samarinda;Lisa Williams;Devin Adams;Lembong No.656, RT 6/RW 8;Sunny;van;Home;Tepat Waktu;-6.8750079;107.6159521;2.0;12.0;cargo truck;True;133;van
uyea250304383;Dago;Banjarbaru;Vanessa Weber;Gail Thomas;Riau No.138, RT 6/RW 5;Sunny;pick up truck;Toys;Tepat Waktu;-6.8750079;107.6159521;6.0;12.0;cargo truck;True;134;pick up truck
gpwh331717124;Dago;Ambon;Denise Garcia;Melissa Clark;Riau No.911, RT 2/RW 4;Sunny;pick up truck;Electronics;Terlambat;-6.8750079;107.6159521;2.0;12.2;cargo truck;True;135;cargo truck
zfme719768131;Dago;Pagar Alam;Nathaniel Stone;Tracey Diaz;Lembong No.456, RT 3/RW 3;Sunny;pick up truck;Toys;Terlambat;-6.8750079;107.6159521;5.0;12.5;cargo truck;True;135;cargo truck
pzsg322348317;Dago;Banda Aceh;Jeffery Reynolds;Timothy Brown;Riau No.518, RT 7/RW 6;Sunny;pick up truck;Clothing;Lebih Cepat Sampai;-6.8750079;107.6159521;9.0;12.6;cargo truck;True;135;cargo truck
bqxz749751149;Dago;Pagar Alam;Joshua Robbins;Cheryl Allen;Pasir Kaliki No.18, RT 2/RW 1;Sunny;pick up truck;Shoes;Tepat Waktu;-6.8750079;107.6159521;7.0;12.6;cargo truck;True;135;cargo truck
qilt724376765;Dago;Cilegon;Samantha Webster;Holly Perez;Cihampelas No.686, RT 3/RW 6;Sunny;pick up truck;Clothing;Lebih Cepat Sampai;-6.8750079;107.6159521;7.0;12.6;cargo truck;True;136;pick up truck
dkly190694902;Dago;Semarang;Eric Berg;Catherine Hutchinson DDS;Setiabudi No.517, RT 3/RW 4;Sunny;pick up truck;Electronics;Lebih Cepat Sampai;-6.8750079;107.6159521;2.0;12.6;cargo truck;True;137;pick up truck
lbuk656015587;Dago;Makassar;Kimberly Stewart;Keith Carr;Kebon Kawung No.444, RT 8/RW 9;Sunny;pick up truck;Shoes;Terlambat;-6.8750079;107.6159521;7.0;12.6;cargo truck;True;138;pick up truck
bcnr191505244;Dago;Kupang;Marvin Evans;James Christensen DDS;Pasir Kaliki No.211, RT 4/RW 8;Sunny;pick up truck;Shoes;Lebih Cepat Sampai;-6.8750079;107.6159521;7.0;12.6;cargo truck;True;139;pick up truck
qdwe915067963;Dago;Solok;Alex Davis;Emily Garcia;Pasir Kaliki No.793, RT 10/RW 1;Sunny;cargo truck;Toys;Lebih Cepat Sampai;-6.8750079;107.6159521;6.0;12.6;cargo truck;True;140;cargo truck
tclr281979103;Dago;Mojokerto;Robert Baker;Jorge Martinez;Cihampelas No.553, RT 7/RW 6;Sunny;cargo truck;Electronics;Terlambat;-6.8750079;107.6159521;2.0;12.8;cargo truck;True;140;cargo truck
nusk190573404;Dago;Malang;Matthew Briggs;Robin Cook;Setiabudi No.878, RT 9/RW 1;Sunny;pick up truck;Electronics;Lebih Cepat Sampai;-6.8750079;107.6159521;2.0;12.8;cargo truck;True;140;cargo truck
rgeg059840315;Dago;Manado;Larry Huffman;Oscar Pratt;Ciwidey No.742, RT 8/RW 6;Sunny;pick up truck;Home;Lebih Cepat Sampai;-6.8750079;107.6159521;2.0;12.8;cargo truck;True;140;cargo truck
fkiq555731167;Dago;Ternate;Mr. Robert Chaney;Robert Hendricks;Pasir Kaliki No.41, RT 6/RW 4;Sunny;cargo truck;Toys;Terlambat;-6.8750079;107.6159521;8.0;12.8;cargo truck;True;141;van
mvxx714455255;Dago;Tebing Tinggi;Cameron Ibarra;Michael Hill;Ciwidey No.816, RT 8/RW 4;Sunny;cargo truck;Shoes;Lebih Cepat Sampai;-6.8750079;107.6159521;8.0;12.8;cargo truck;True;141;van
yxwy859528700;Dago;Jayapura;Ricky Thomas;Keith Jordan;Lembong No.785, RT 2/RW 5;Sunny;pick up truck;Home;Terlambat;-6.8750079;107.6159521;2.0;12.8;cargo truck;True;141;van
uhoc750154995;Dago;South Tangerang;Mia Hernandez;Joel Rose;Setiabudi No.169, RT 10/RW 8;Sunny;pick up truck;Sports;Tepat Waktu;-6.8750079;107.6159521;8.0;12.8;cargo truck;True;142;pick up truck
