Order_ID,Branch_Start,Branch_Drop,Pengirim,Penerima,Alamat Penerima,Weather_Condition,Vehicle_Type,Category,arrival_status,Start_Latitude,Start_Longitude,Drop_Latitude,Drop_Longitude,Quantity,Weight,Vehicle_Type_Assigned
ncpp868073125,Buah Batu,Bogor,Kyle Chang,Charles Miller,"Pasir Kaliki No.863, RT 1/RW 3",Sunny,pick up truck,Snacks,Tepat Waktu,-6.9412463,107.6271905,-6.5962986,106.7972421,10.0,10.0,van
broz062267660,Cihampelas,Solok,Angela Swanson,Jeffrey Webster,"Jalan Braga No.359, RT 1/RW 9",Sunny,pick up truck,Electronics,Tepat Waktu,-6.8989124,107.6043304,-0.93103,100.804328,2.0,10.4,cargo truck
zthy159475434,Setiabudi,Metro,Tamara Hernandez,Mary Walters,"Dago No.773, RT 9/RW 8",Sunny,pick up truck,Grocery,Terlambat,-6.8689938,107.5934024,-5.1078839,105.3078642,7.0,5.6,van
kaov083972582,Dago,Mojokerto,Danielle Gamble,Joshua Cohen,"Riau No.557, RT 1/RW 5",Sunny,cargo truck,Sports,Terlambat,-6.8750079,107.6159521,-7.5413378,112.5094975,4.0,4.8,pick up truck
cuea140622083,Pasir Kaliki,South Tangerang,Rachel Osborne,Casey Gomez,"Dago No.136, RT 4/RW 8",Sunny,cargo truck,Grocery,Lebih Cepat Sampai,-6.9162852,107.5981344,-6.3227016,106.7085737,9.0,3.6,pick up truck
dxxu171623513,Kebon Kawung,Metro,Grace Davis,Emily Harrington,"Riau No.68, RT 4/RW 5",Sunny,pick up truck,Grocery,Tepat Waktu,-6.9123708,107.6016929,-5.1078839,105.3078642,10.0,3.0,pick up truck
sjaq416259539,Kebon Kawung,Ambon,Karen Brown,Mrs. Rachel Miller,"Ciwidey No.164, RT 10/RW 10",Sunny,pick up truck,Clothing,Terlambat,-6.9123708,107.6016929,-3.6959434,128.178785,5.0,10.0,van
crix919885083,Ciwidey,Ambon,Mr. Andrew Dennis,Amanda Ramirez,"Lembong No.200, RT 3/RW 6",Sunny,pick up truck,Clothing,Terlambat,-7.1027234,107.4641673,-3.6959434,128.178785,6.0,6.0,van
jfjd973292964,Dago,Bukittinggi,Mary Simpson,Faith Hayes,"Buah Batu No.732, RT 3/RW 7",Sunny,pick up truck,Clothing,Lebih Cepat Sampai,-6.8750079,107.6159521,-0.3051954,100.3694921,2.0,4.8,pick up truck
alag259381074,Dago,Pontianak,Kelly Hayes,Tracy Chavez,"Lembong No.554, RT 8/RW 1",Sunny,pick up truck,Shoes,Tepat Waktu,-6.8750079,107.6159521,-0.0226903,109.3447488,2.0,2.0,pick up truck
alrg692296629,Dago,Palu,Javier Armstrong,Phillip Kelly,"Lembong No.412, RT 4/RW 9",Sunny,cargo truck,Grocery,Lebih Cepat Sampai,-6.8750079,107.6159521,-0.9051548,119.8722373,5.0,2.5,pick up truck
rbfn677773581,Jalan Braga,Sawahlunto,Trevor Evans,Meagan Smith,"Cihampelas No.865, RT 2/RW 4",Sunny,pick up truck,Sports,Terlambat,-6.9168925,107.6091723,-0.6818141,100.778552,7.0,14.0,cargo truck
sihv998158202,Dago,Jambi,Kevin Martin,Sara Allen,"Dago No.473, RT 8/RW 7",Sunny,cargo truck,Books,Terlambat,-6.8750079,107.6159521,-1.6394711,102.9454264,8.0,3.2,pick up truck
mlnj899014906,Jalan Braga,Bandung,Rachel Robinson,Sarah Moon,"Lembong No.369, RT 3/RW 3",Sunny,cargo truck,Clothing,Terlambat,-6.9168925,107.6091723,-6.9218457,107.6070833,7.0,9.1,van
yjld413434531,Kebon Kawung,Malang,Alicia Hall,Ryan Johnson,"Cihampelas No.853, RT 3/RW 4",Sunny,pick up truck,Toys,Terlambat,-6.9123708,107.6016929,-7.9771308,112.6340265,7.0,10.5,cargo truck
ivot096540312,Ciwidey,Jambi,John Davis,Ricardo Sexton,"Pasir Kaliki No.272, RT 6/RW 9",Sunny,pick up truck,Cosmetics,Lebih Cepat Sampai,-7.1027234,107.4641673,-1.6394711,102.9454264,8.0,6.4,van
zbrn646735678,Setiabudi,Pagar Alam,Kimberly Wood,Sandra Mcmillan,"Setiabudi No.277, RT 4/RW 7",Sunny,van,Sports,Terlambat,-6.8689938,107.5934024,-4.0209526,103.2501603,8.0,14.4,cargo truck
gjhe108486871,Setiabudi,Tebing Tinggi,Linda Cox,Michael Kennedy,"Dago No.796, RT 4/RW 10",Sunny,pick up truck,Home,Lebih Cepat Sampai,-6.8689938,107.5934024,3.3273686,99.1623025,2.0,14.2,cargo truck
upnt798876067,Kebon Kawung,Samarinda,Christopher Newman,Ms. Christine Bell,"Pasir Kaliki No.782, RT 5/RW 3",Sunny,cargo truck,Sports,Lebih Cepat Sampai,-6.9123708,107.6016929,-0.5017804,117.1393089,8.0,8.8,van
hpzj229781839,Jalan Braga,Gresik,Todd Wood,Jacob Frost,"Cihampelas No.30, RT 2/RW 6",Sunny,pick up truck,Toys,Terlambat,-6.9168925,107.6091723,-5.7933465,112.6598223,3.0,7.2,van
krdp994164584,Jalan Braga,Lubuklinggau,Ryan Atkinson,Heather Willis DVM,"Setiabudi No.374, RT 4/RW 2",Sunny,cargo truck,Snacks,Lebih Cepat Sampai,-6.9168925,107.6091723,-3.2919136,102.8715732,8.0,6.4,van
hbnk213579550,Buah Batu,Metro,Juan Roberts,Sean Barker,"Cihampelas No.621, RT 6/RW 2",Sunny,pick up truck,Grocery,Lebih Cepat Sampai,-6.9412463,107.6271905,-5.1078839,105.3078642,10.0,7.0,van
sowt418281676,Kebon Kawung,Samarinda,Lisa Swanson,Christopher Harding,"Jalan Braga No.806, RT 8/RW 8",Sunny,pick up truck,Shoes,Terlambat,-6.9123708,107.6016929,-0.5017804,117.1393089,4.0,7.2,van
msdi678394363,Jalan Braga,Tanjung Pinang,Tony Myers,Leslie Sanders,"Buah Batu No.909, RT 6/RW 6",Sunny,pick up truck,Toys,Lebih Cepat Sampai,-6.9168925,107.6091723,0.9236915,104.446094,5.0,15.0,cargo truck
rplx822850878,Setiabudi,Pekanbaru,Daniel Cochran,Steven Brewer,"Kebon Kawung No.796, RT 3/RW 2",Sunny,pick up truck,Home,Lebih Cepat Sampai,-6.8689938,107.5934024,0.5262455,101.4515727,1.0,8.3,van
avfk489818634,Pasir Kaliki,Banda Aceh,Mrs. Rachel Sanford,Helen Walker,"Setiabudi No.37, RT 6/RW 8",Sunny,van,Clothing,Terlambat,-6.9162852,107.5981344,5.5528455,95.3192908,5.0,10.0,van
wxsx358483215,Pasir Kaliki,Gresik,Timothy Hill,Adam Dillon,"Dago No.437, RT 7/RW 10",Sunny,cargo truck,Electronics,Tepat Waktu,-6.9162852,107.5981344,-5.7933465,112.6598223,1.0,6.4,van
psia019177241,Setiabudi,Depok,Ashley Johnson,James Marquez,"Jalan Braga No.18, RT 4/RW 5",Sunny,pick up truck,Snacks,Lebih Cepat Sampai,-6.8689938,107.5934024,-6.40719,106.8158371,8.0,1.6,pick up truck
qija243369468,Dago,Prabumulih,Debra Herrera,Wendy Rivera,"Cihampelas No.742, RT 5/RW 5",Sunny,van,Clothing,Lebih Cepat Sampai,-6.8750079,107.6159521,-3.4382688,104.2310181,2.0,5.2,van
pxwl202822216,Kebon Kawung,Kupang,Jason Cervantes,Vanessa Bryant,"Kebon Kawung No.912, RT 2/RW 8",Sunny,cargo truck,Electronics,Terlambat,-6.9123708,107.6016929,-10.1632209,123.6017755,1.0,9.1,van
zvwq836183968,Cihampelas,Sorong,Virginia Brewer,Steven Johnson,"Jalan Braga No.290, RT 6/RW 10",Sunny,cargo truck,Sports,Tepat Waktu,-6.8989124,107.6043304,-0.8634105,131.2544805,2.0,5.0,pick up truck
ffcd459536960,Cihampelas,Malang,David Mcclain,Charles Allen,"Setiabudi No.72, RT 3/RW 7",Sunny,van,Clothing,Terlambat,-6.8989124,107.6043304,-7.9771308,112.6340265,4.0,6.0,van
rqtk690771577,Pasir Kaliki,Gresik,Melissa Smith,Wesley Solis,"Riau No.682, RT 1/RW 9",Sunny,pick up truck,Books,Terlambat,-6.9162852,107.5981344,-5.7933465,112.6598223,7.0,4.9,pick up truck
smga687942860,Dago,Ternate,Beth Dominguez,Travis Parker MD,"Lembong No.240, RT 7/RW 6",Sunny,cargo truck,Electronics,Lebih Cepat Sampai,-6.8750079,107.6159521,0.7852043,127.3832342,3.0,15.0,cargo truck
qrvs494583868,Riau,Metro,Meghan Jordan,Julie Andersen,"Pasir Kaliki No.230, RT 9/RW 9",Sunny,van,Grocery,Tepat Waktu,-6.9064586,107.6147399,-5.1078839,105.3078642,9.0,3.6,pick up truck
fvsf931504082,Pasir Kaliki,Bukittinggi,Natalie Nguyen,Lisa Craig,"Kebon Kawung No.291, RT 6/RW 10",Sunny,pick up truck,Grocery,Lebih Cepat Sampai,-6.9162852,107.5981344,-0.3051954,100.3694921,10.0,9.0,van
jbly825151237,Kebon Kawung,Tanjung Pinang,Cheryl Morris,Diana Lambert,"Riau No.671, RT 6/RW 2",Sunny,pick up truck,Home,Terlambat,-6.9123708,107.6016929,0.9236915,104.446094,1.0,7.9,van
pewu555147317,Riau,Kupang,Megan Miller,Kim Mathis,"Buah Batu No.958, RT 7/RW 10",Sunny,pick up truck,Shoes,Tepat Waktu,-6.9064586,107.6147399,-10.1632209,123.6017755,7.0,11.9,cargo truck
pfih393181670,Setiabudi,Malang,Christina Black,Barbara Rice,"Setiabudi No.439, RT 2/RW 9",Sunny,pick up truck,Home,Tepat Waktu,-6.8689938,107.5934024,-7.9771308,112.6340265,2.0,13.4,cargo truck
bpgy427774371,Ciwidey,Palembang,Jonathan Stewart,Dominique Scott,"Riau No.770, RT 8/RW 5",Sunny,cargo truck,Shoes,Lebih Cepat Sampai,-7.1027234,107.4641673,-2.9888243,104.7568507,2.0,3.8,pick up truck
qgzx015797977,Buah Batu,Semarang,Alejandro Schmidt,Diana Wolfe,"Riau No.338, RT 7/RW 9",Sunny,cargo truck,Grocery,Terlambat,-6.9412463,107.6271905,-6.9903988,110.4229104,9.0,2.7,pick up truck
idsd729843362,Setiabudi,Solo,Richard Smith,Vincent Mueller,"Ciwidey No.570, RT 9/RW 1",Sunny,pick up truck,Shoes,Tepat Waktu,-6.8689938,107.5934024,-7.5692489,110.828448,1.0,3.0,pick up truck
tugl510853357,Buah Batu,Malang,Vicki Ewing,Juan Chen,"Kebon Kawung No.476, RT 9/RW 10",Sunny,pick up truck,Shoes,Lebih Cepat Sampai,-6.9412463,107.6271905,-7.9771308,112.6340265,2.0,4.2,pick up truck
kkgv520440318,Lembong,Manado,Darlene Hudson,Amanda Nelson,"Ciwidey No.641, RT 10/RW 1",Sunny,cargo truck,Cosmetics,Tepat Waktu,-6.9165602,107.610072,1.4900578,124.8408708,8.0,6.4,van
uwly305164399,Buah Batu,Bengkulu,Jamie Lambert,Brent Wilson,"Kebon Kawung No.440, RT 5/RW 5",Sunny,cargo truck,Snacks,Lebih Cepat Sampai,-6.9412463,107.6271905,-3.5186763,102.5359834,10.0,9.0,van
ktrr492803480,Lembong,Tangerang,Joseph Johnson,Marcus Ball,"Ciwidey No.654, RT 1/RW 10",Sunny,cargo truck,Electronics,Terlambat,-6.9165602,107.610072,-6.1761924,106.6382161,1.0,6.5,van
lvjh586163830,Buah Batu,Sorong,Tina Harding,Michelle Robinson,"Setiabudi No.247, RT 9/RW 9",Sunny,cargo truck,Shoes,Terlambat,-6.9412463,107.6271905,-0.8634105,131.2544805,3.0,3.6,pick up truck
uhjs274954421,Dago,Tangerang Selatan,Timothy Molina,Kristin Robinson,"Cihampelas No.147, RT 8/RW 8",Sunny,cargo truck,Shoes,Terlambat,-6.8750079,107.6159521,-6.3227016,106.7085737,5.0,8.0,van
olgc600548055,Pasir Kaliki,Solo,Jeremy Alexander,Daniel Nelson,"Kebon Kawung No.434, RT 9/RW 3",Sunny,cargo truck,Clothing,Tepat Waktu,-6.9162852,107.5981344,-7.5692489,110.828448,5.0,7.0,van
ozon807510810,Lembong,Depok,Adrienne Gonzales,John Kennedy,"Cihampelas No.381, RT 5/RW 5",Sunny,pick up truck,Toys,Lebih Cepat Sampai,-6.9165602,107.610072,-6.40719,106.8158371,6.0,7.2,van
ubyj056724806,Ciwidey,Ambon,Andrew Wilson,Brandy Adams,"Kebon Kawung No.308, RT 10/RW 9",Sunny,cargo truck,Electronics,Terlambat,-7.1027234,107.4641673,-3.6959434,128.178785,1.0,8.2,van
ndro186454126,Kebon Kawung,Lubuklinggau,James Roberts,Jennifer Rogers,"Ciwidey No.714, RT 9/RW 6",Sunny,pick up truck,Clothing,Lebih Cepat Sampai,-6.9123708,107.6016929,-3.2919136,102.8715732,4.0,6.4,van
zzrk499067247,Jalan Braga,Cilegon,Kaitlyn Daniel,Jerry Rodriguez,"Buah Batu No.722, RT 7/RW 4",Sunny,cargo truck,Books,Lebih Cepat Sampai,-6.9168925,107.6091723,-6.017389,106.0537688,7.0,4.9,pick up truck
ntuh816346426,Jalan Braga,Gresik,Alan Robinson,Alexander Stanley,"Riau No.997, RT 9/RW 1",Sunny,pick up truck,Clothing,Tepat Waktu,-6.9168925,107.6091723,-5.7933465,112.6598223,9.0,14.4,cargo truck
cqxz509653902,Dago,Bukittinggi,Carla Mccoy,Curtis Davis,"Riau No.458, RT 6/RW 2",Sunny,cargo truck,Grocery,Terlambat,-6.8750079,107.6159521,-0.3051954,100.3694921,6.0,3.6,pick up truck
pydt159098590,Pasir Kaliki,Palu,Michael Gilmore,Peter Arias,"Cihampelas No.81, RT 5/RW 6",Sunny,cargo truck,Cosmetics,Tepat Waktu,-6.9162852,107.5981344,-0.9051548,119.8722373,5.0,2.5,pick up truck
gekz321851789,Setiabudi,Banjarbaru,Melissa Cole,Ronald Singh PhD,"Ciwidey No.989, RT 4/RW 3",Sunny,pick up truck,Home,Terlambat,-6.8689938,107.5934024,-3.4430389,114.8308816,1.0,6.9,van
vzrn485987578,Pasir Kaliki,Bukittinggi,Eddie Harper,Lisa Weiss,"Buah Batu No.999, RT 5/RW 3",Sunny,pick up truck,Clothing,Terlambat,-6.9162852,107.5981344,-0.3051954,100.3694921,2.0,4.4,pick up truck
asjo708497246,Jalan Braga,Medan,Joseph Fitzpatrick,Alex Moss,"Ciwidey No.810, RT 3/RW 1",Sunny,van,Snacks,Terlambat,-6.9168925,107.6091723,3.5894617,98.6741623,10.0,5.0,pick up truck
mzww282947051,Jalan Braga,Kupang,Jaclyn Smith,Megan Chavez,"Ciwidey No.941, RT 7/RW 9",Sunny,cargo truck,Toys,Tepat Waktu,-6.9168925,107.6091723,-10.1632209,123.6017755,7.0,10.5,cargo truck
etxw310817190,Kebon Kawung,Depok,Catherine Vargas,Joshua Williams,"Lembong No.563, RT 6/RW 4",Sunny,pick up truck,Books,Lebih Cepat Sampai,-6.9123708,107.6016929,-6.40719,106.8158371,6.0,3.6,pick up truck
sowo914906214,Kebon Kawung,Cilegon,Christopher James,William Banks,"Kebon Kawung No.473, RT 5/RW 6",Sunny,pick up truck,Snacks,Lebih Cepat Sampai,-6.9123708,107.6016929,-6.017389,106.0537688,8.0,5.6,van
piak271735264,Jalan Braga,Sorong,Stephanie Smith,Tristan Smith,"Jalan Braga No.319, RT 8/RW 5",Sunny,pick up truck,Shoes,Terlambat,-6.9168925,107.6091723,-0.8634105,131.2544805,7.0,8.4,van
hmwc589337521,Ciwidey,South Tangerang,Kayla Smith,Christopher Wilson,"Setiabudi No.636, RT 5/RW 5",Sunny,pick up truck,Home,Lebih Cepat Sampai,-7.1027234,107.4641673,-6.3227016,106.7085737,1.0,6.1,van
bbnr516035238,Dago,Bekasi,Leslie Barnes,Miranda Phillips,"Setiabudi No.864, RT 1/RW 5",Sunny,cargo truck,Books,Lebih Cepat Sampai,-6.8750079,107.6159521,-6.2349858,106.9945444,10.0,9.0,van
mvig464211598,Dago,Mojokerto,Mason Nelson III,Kaitlin Rivera,"Jalan Braga No.949, RT 8/RW 6",Sunny,van,Electronics,Tepat Waktu,-6.8750079,107.6159521,-7.5413378,112.5094975,1.0,7.2,van
lgrz678933880,Dago,Bukittinggi,Mark Long,Michael Williams,"Buah Batu No.93, RT 8/RW 5",Sunny,cargo truck,Books,Terlambat,-6.8750079,107.6159521,-0.3051954,100.3694921,10.0,3.0,pick up truck
ycmb259779966,Kebon Kawung,Banjarbaru,Craig Yang,Russell Hall,"Lembong No.288, RT 10/RW 8",Sunny,cargo truck,Cosmetics,Tepat Waktu,-6.9123708,107.6016929,-3.4430389,114.8308816,6.0,3.0,pick up truck
nyed237442674,Lembong,Bukittinggi,Laura Butler,Austin Wall,"Ciwidey No.109, RT 4/RW 6",Sunny,pick up truck,Home,Lebih Cepat Sampai,-6.9165602,107.610072,-0.3051954,100.3694921,1.0,7.8,van
ltfd919019671,Jalan Braga,Padang,Desiree Cain,Shelby Simmons,"Riau No.578, RT 7/RW 2",Sunny,pick up truck,Toys,Lebih Cepat Sampai,-6.9168925,107.6091723,-0.9247587,100.3632561,7.0,9.8,van
pgjm052113792,Buah Batu,Mataram,Richard Carroll,Linda Baker,"Buah Batu No.675, RT 8/RW 7",Sunny,cargo truck,Snacks,Tepat Waktu,-6.9412463,107.6271905,-8.5837726,116.10685,7.0,6.3,van
zqfl780959313,Riau,Banjarbaru,Sheryl Hanson,John Hawkins,"Lembong No.841, RT 7/RW 3",Sunny,pick up truck,Books,Terlambat,-6.9064586,107.6147399,-3.4430389,114.8308816,7.0,4.9,pick up truck
ltua187231202,Lembong,Cimahi,Ariana Garcia,Amanda Smith,"Lembong No.952, RT 7/RW 10",Sunny,cargo truck,Clothing,Terlambat,-6.9165602,107.610072,-6.8731527,107.5423099,5.0,7.5,van
sgss178983037,Riau,Tebing Tinggi,Betty Williams,Melissa Kidd,"Pasir Kaliki No.61, RT 8/RW 4",Sunny,cargo truck,Grocery,Terlambat,-6.9064586,107.6147399,3.3273686,99.1623025,7.0,2.8,pick up truck
mgbe723681567,Dago,Sorong,Sharon Kaufman,Mary Berry,"Cihampelas No.612, RT 7/RW 5",Sunny,cargo truck,Grocery,Terlambat,-6.8750079,107.6159521,-0.8634105,131.2544805,8.0,4.0,pick up truck
dyoi565037666,Kebon Kawung,Metro,Natalie Lopez,Lucas Allen,"Pasir Kaliki No.61, RT 5/RW 6",Sunny,pick up truck,Snacks,Terlambat,-6.9123708,107.6016929,-5.1078839,105.3078642,5.0,2.0,pick up truck
pgjf636132499,Cihampelas,Mataram,Tyler Chung,James Diaz,"Dago No.158, RT 7/RW 1",Sunny,pick up truck,Toys,Tepat Waktu,-6.8989124,107.6043304,-8.5837726,116.10685,6.0,9.6,van
upsg244717917,Pasir Kaliki,Binjai,Joel Glenn,Randy Campbell,"Buah Batu No.894, RT 4/RW 4",Sunny,pick up truck,Home,Terlambat,-6.9162852,107.5981344,3.6063964,98.4899865,2.0,12.0,cargo truck
mbag630745668,Cihampelas,Payakumbuh,Jessica Malone,Shawn Hernandez,"Pasir Kaliki No.560, RT 9/RW 6",Sunny,cargo truck,Shoes,Terlambat,-6.8989124,107.6043304,-0.2242687,100.6319419,10.0,15.0,cargo truck
btfw973451581,Setiabudi,Bogor,Christina Reed,Brittany Harris,"Jalan Braga No.597, RT 7/RW 7",Sunny,pick up truck,Sports,Terlambat,-6.8689938,107.5934024,-6.5962986,106.7972421,1.0,1.1,pick up truck
hhrx436596261,Dago,Serang,Lee Clay,Diane Nelson,"Jalan Braga No.275, RT 4/RW 7",Sunny,pick up truck,Snacks,Terlambat,-6.8750079,107.6159521,-6.1169662,106.1518079,9.0,7.2,van
sfiy485016319,Dago,Malang,Jessica Charles,William Ryan,"Cihampelas No.692, RT 4/RW 4",Sunny,pick up truck,Shoes,Tepat Waktu,-6.8750079,107.6159521,-7.9771308,112.6340265,4.0,7.2,van
tnsn820993173,Lembong,Mataram,William Nolan,Allison Bernard,"Ciwidey No.260, RT 9/RW 4",Sunny,van,Home,Tepat Waktu,-6.9165602,107.610072,-8.5837726,116.10685,2.0,12.0,cargo truck
twyc440481910,Dago,Banda Aceh,Melissa Valencia,Jessica Spencer,"Buah Batu No.786, RT 3/RW 8",Sunny,pick up truck,Toys,Lebih Cepat Sampai,-6.8750079,107.6159521,5.5528455,95.3192908,1.0,1.6,pick up truck
nbfp777452950,Dago,Kendal,Michael Guerra,Jennifer Bauer,"Riau No.891, RT 7/RW 7",Sunny,cargo truck,Clothing,Lebih Cepat Sampai,-6.8750079,107.6159521,-7.0190966,110.1374757,3.0,6.9,van
dlva748096287,Ciwidey,Dumai,John Rhodes,Madison Mckee,"Kebon Kawung No.30, RT 2/RW 8",Sunny,pick up truck,Shoes,Tepat Waktu,-7.1027234,107.4641673,1.6631967,101.4470369,6.0,13.2,cargo truck
gxrp128769868,Pasir Kaliki,Ambon,Erin Tran,Lori Anderson,"Buah Batu No.183, RT 10/RW 6",Sunny,van,Shoes,Terlambat,-6.9162852,107.5981344,-3.6959434,128.178785,1.0,1.4,pick up truck
fnpu947121332,Buah Batu,Kupang,Sean Walker,Eric Flores,"Dago No.873, RT 1/RW 8",Sunny,pick up truck,Sports,Lebih Cepat Sampai,-6.9412463,107.6271905,-10.1632209,123.6017755,2.0,5.4,van
tbxi665109393,Cihampelas,Dumai,Tammy Wolf,Thomas Fischer,"Buah Batu No.283, RT 9/RW 8",Sunny,cargo truck,Books,Terlambat,-6.8989124,107.6043304,1.6631967,101.4470369,7.0,4.2,pick up truck
qsnd826483140,Jalan Braga,Malang,Mark Garcia,Jasmine Brown,"Jalan Braga No.543, RT 3/RW 6",Sunny,pick up truck,Clothing,Terlambat,-6.9168925,107.6091723,-7.9771308,112.6340265,5.0,9.5,van
tltc135657204,Cihampelas,Sungaipenuh,Matthew Benson,James Andrews,"Lembong No.640, RT 8/RW 7",Sunny,van,Electronics,Terlambat,-6.8989124,107.6043304,-2.091525,101.4151342,1.0,7.3,van
jrqb133653335,Dago,Cimahi,Aaron Richards,Victoria Hunt,"Jalan Braga No.85, RT 3/RW 9",Sunny,van,Shoes,Terlambat,-6.8750079,107.6159521,-6.8731527,107.5423099,1.0,1.5,pick up truck
ldwd679906035,Cihampelas,Surabaya,Brooke Baker,Clinton Williams,"Cihampelas No.980, RT 6/RW 7",Sunny,pick up truck,Books,Terlambat,-6.8989124,107.6043304,-7.2462836,112.7377674,8.0,7.2,van
cgpx093464671,Kebon Kawung,Bukittinggi,John Stewart,Kathryn Marsh,"Lembong No.621, RT 10/RW 5",Sunny,pick up truck,Cosmetics,Terlambat,-6.9123708,107.6016929,-0.3051954,100.3694921,8.0,4.0,pick up truck
yrxq881388213,Setiabudi,Solok,Diane Watson,Mark Butler,"Cihampelas No.351, RT 6/RW 9",Sunny,pick up truck,Shoes,Lebih Cepat Sampai,-6.8689938,107.5934024,-0.93103,100.804328,4.0,8.0,van
raam393569596,Dago,Binjai,Scott Castillo,Julian Murphy,"Buah Batu No.718, RT 6/RW 9",Sunny,pick up truck,Home,Tepat Waktu,-6.8750079,107.6159521,3.6063964,98.4899865,1.0,7.5,van
fhbs854823074,Kebon Kawung,Palu,Charlene Figueroa,Deanna Johnson,"Dago No.393, RT 10/RW 7",Sunny,pick up truck,Grocery,Tepat Waktu,-6.9123708,107.6016929,-0.9051548,119.8722373,5.0,2.5,pick up truck
yzhd345031673,Kebon Kawung,Solo,Amanda Cooper,Stephen Newton,"Ciwidey No.514, RT 1/RW 10",Sunny,van,Books,Terlambat,-6.9123708,107.6016929,-7.5692489,110.828448,10.0,8.0,van
hisz059949672,Pasir Kaliki,Pekanbaru,Mr. Gregory Sawyer,Ryan Cortez,"Cihampelas No.80, RT 7/RW 10",Sunny,cargo truck,Snacks,Tepat Waktu,-6.9162852,107.5981344,0.5262455,101.4515727,6.0,1.2,pick up truck
quqx824086719,Jalan Braga,Depok,Lauren Cantrell,Shawn Stevens,"Jalan Braga No.79, RT 1/RW 9",Sunny,pick up truck,Home,Terlambat,-6.9168925,107.6091723,-6.40719,106.8158371,2.0,12.4,cargo truck
rzcw560657116,Dago,Semarang,Jon Hensley,Crystal Berry,"Buah Batu No.421, RT 8/RW 4",Sunny,pick up truck,Grocery,Tepat Waktu,-6.8750079,107.6159521,-6.9903988,110.4229104,6.0,4.2,pick up truck
wthe975544907,Dago,Dumai,Diane Gonzalez,Anthony Williams,"Riau No.564, RT 1/RW 4",Sunny,cargo truck,Cosmetics,Terlambat,-6.8750079,107.6159521,1.6631967,101.4470369,9.0,3.6,pick up truck
clwi082352299,Kebon Kawung,Mojokerto,Nicholas Macias,Zachary Jones,"Ciwidey No.315, RT 2/RW 7",Sunny,cargo truck,Electronics,Lebih Cepat Sampai,-6.9123708,107.6016929,-7.5413378,112.5094975,2.0,14.6,cargo truck
gbqd505697117,Buah Batu,Payakumbuh,Dr. Nicolas Martin,Barry Sullivan,"Kebon Kawung No.490, RT 3/RW 8",Sunny,pick up truck,Electronics,Lebih Cepat Sampai,-6.9412463,107.6271905,-0.2242687,100.6319419,1.0,9.9,van
hvqk646773555,Setiabudi,South Tangerang,Linda Shepherd,Lisa Kemp,"Buah Batu No.123, RT 6/RW 1",Sunny,cargo truck,Cosmetics,Lebih Cepat Sampai,-6.8689938,107.5934024,-6.3227016,106.7085737,8.0,1.6,pick up truck
tzyb780636435,Dago,Mataram,Jennifer Padilla,Benjamin Edwards,"Buah Batu No.410, RT 8/RW 5",Sunny,pick up truck,Sports,Tepat Waktu,-6.8750079,107.6159521,-8.5837726,116.10685,2.0,4.6,pick up truck
bbir670631120,Kebon Kawung,Jakarta,Rebecca Walsh,Jordan Burnett,"Pasir Kaliki No.817, RT 6/RW 6",Sunny,pick up truck,Snacks,Tepat Waktu,-6.9123708,107.6016929,-6.1754049,106.827168,5.0,1.0,pick up truck
lkds207431601,Dago,Ambon,John Hayes,Thomas Rodriguez,"Cihampelas No.833, RT 9/RW 6",Sunny,pick up truck,Sports,Terlambat,-6.8750079,107.6159521,-3.6959434,128.178785,3.0,6.6,van
ascm835829286,Jalan Braga,Mataram,Jessica Pitts,Cynthia Pacheco,"Dago No.864, RT 9/RW 10",Sunny,cargo truck,Grocery,Lebih Cepat Sampai,-6.9168925,107.6091723,-8.5837726,116.10685,9.0,7.2,van
gtsx085215350,Cihampelas,Surabaya,Amanda Hutchinson,Taylor Arias,"Lembong No.327, RT 4/RW 9",Sunny,pick up truck,Books,Terlambat,-6.8989124,107.6043304,-7.2462836,112.7377674,7.0,1.4,pick up truck
nwdx291063262,Lembong,Gresik,Heather Thomas,Gregory Arnold,"Lembong No.901, RT 9/RW 5",Sunny,cargo truck,Cosmetics,Lebih Cepat Sampai,-6.9165602,107.610072,-5.7933465,112.6598223,9.0,5.4,van
nvcx294361079,Setiabudi,Bekasi,Michael Frye,Christopher Mayer,"Ciwidey No.728, RT 2/RW 1",Sunny,pick up truck,Cosmetics,Tepat Waktu,-6.8689938,107.5934024,-6.2349858,106.9945444,8.0,1.6,pick up truck
wlzs522858203,Dago,Kupang,Jason Cole,Julie Cardenas,"Setiabudi No.806, RT 1/RW 8",Sunny,pick up truck,Clothing,Lebih Cepat Sampai,-6.8750079,107.6159521,-10.1632209,123.6017755,1.0,2.8,pick up truck
xvgm261233371,Jalan Braga,Payakumbuh,Kimberly Horton DVM,Kayla Bass,"Buah Batu No.990, RT 7/RW 2",Sunny,pick up truck,Sports,Terlambat,-6.9168925,107.6091723,-0.2242687,100.6319419,2.0,4.0,pick up truck
bzhb372120028,Jalan Braga,Jambi,Danielle Kelly,Jessica Willis,"Pasir Kaliki No.648, RT 5/RW 1",Sunny,cargo truck,Snacks,Terlambat,-6.9168925,107.6091723,-1.6394711,102.9454264,10.0,3.0,pick up truck
